City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
451,San Cristobal,VE,7.7669,-72.225,65.75,88,100,1.68,overcast clouds
452,Karratha,AU,-20.7377,116.8463,84.63,50,3,12.08,clear sky
453,Arlit,NE,18.7369,7.3853,61.02,27,76,4.21,broken clouds
454,Thiruvananthapuram,IN,8.4833,76.9167,84.2,70,20,3.58,haze
455,Aborlan,PH,9.4352,118.5492,87.8,62,20,9.22,few clouds
456,Marsa Matruh,EG,31.3525,27.2453,48.2,81,0,6.91,clear sky
457,Ixtapa,MX,20.7,-105.2,71.6,83,1,3.44,clear sky
458,Otradnoye,RU,59.7775,30.8181,10.4,79,75,15.66,snow
459,Zhengjiatun,CN,43.5064,123.5064,10.27,92,62,10.04,broken clouds
460,Port Hardy,CA,50.6996,-127.4199,41.0,87,90,8.05,light rain
461,Caronport,CA,50.4501,-105.8179,-23.8,69,93,3.44,overcast clouds
462,Rio De Janeiro,BR,-22.9028,-43.2075,77.0,94,75,4.61,broken clouds
463,Hohhot,CN,40.8106,111.6522,24.8,42,0,6.71,clear sky
464,Myitkyina,MM,25.3833,97.4,75.76,31,0,3.02,clear sky
465,Buraydah,SA,26.326,43.975,48.2,100,75,4.61,broken clouds
466,Slave Lake,CA,55.2834,-114.769,-27.4,68,1,3.44,clear sky
467,Kiunga,PG,-6.1219,141.2906,95.07,45,82,8.01,broken clouds
468,Ola,RU,59.5833,151.2833,19.08,86,100,20.0,overcast clouds
469,Bonavista,CA,48.6499,-53.1147,39.0,100,91,8.05,overcast clouds
470,Broken Hill,AU,-31.95,141.4333,75.2,41,0,16.11,clear sky
471,Kanniyakumari,IN,8.0833,77.5667,78.89,59,6,20.83,clear sky
472,Itaituba,BR,-4.2761,-55.9836,80.6,89,75,2.51,light rain
473,Micheweni,TZ,-4.9667,39.8333,81.23,75,98,8.68,overcast clouds
474,Talcahuano,CL,-36.7167,-73.1167,59.0,88,90,4.61,overcast clouds
475,Susangerd,IR,31.5608,48.1831,59.0,88,90,4.61,overcast clouds
476,Gualdo Tadino,IT,43.2317,12.781,50.0,81,40,2.3,scattered clouds
477,Itoman,JP,26.1247,127.6694,71.6,68,40,12.66,scattered clouds
478,Waipawa,NZ,-41.4122,175.5153,75.0,72,84,6.91,broken clouds
479,Huesca,ES,42.1362,-0.4087,41.0,75,0,14.97,clear sky
480,Zyryanka,RU,65.75,150.85,-12.33,86,15,4.05,few clouds
481,Kamenka,RU,51.3223,42.7678,3.99,81,98,11.9,overcast clouds
482,Don Sak,TH,9.3168,99.6918,86.0,74,20,14.97,few clouds
483,Beckley,US,37.7782,-81.1882,33.8,60,1,6.91,clear sky
484,Barreirinha,BR,-2.7933,-57.07,76.55,89,89,1.43,overcast clouds
485,Lukang,TW,24.0567,120.4352,72.0,64,20,3.44,few clouds
486,Taft,IR,31.7471,54.2088,42.8,61,20,4.61,few clouds
487,Seoul,KR,37.5683,126.9778,46.4,70,20,4.61,mist
488,Daltenganj,IN,24.0333,84.0667,66.88,38,0,2.82,clear sky
489,Vuktyl,RU,63.8567,57.3094,-23.85,86,100,11.23,light snow
490,Hailar,CN,49.2,119.7,-6.29,86,17,4.61,few clouds
491,Siverek,TR,37.755,39.3167,44.6,57,0,5.75,clear sky
492,Fortuna,US,40.5982,-124.1573,48.0,93,90,6.91,overcast clouds
493,Honiara,SB,-9.4333,159.95,78.49,86,100,7.94,overcast clouds
494,Bani Walid,LY,31.7566,13.9942,64.83,27,100,11.7,overcast clouds
495,Nuuk,GL,64.1835,-51.7216,37.4,41,20,24.16,few clouds
496,Laguna,US,38.421,-121.4238,53.01,71,1,1.7,clear sky
497,Wajir,KE,1.7471,40.0573,72.48,81,1,9.95,clear sky
498,Rocha,UY,-34.4833,-54.3333,63.01,93,2,3.85,clear sky
499,Marshall,US,34.3834,-86.3333,41.0,93,90,10.36,overcast clouds
500,Maniitsoq,GL,65.4167,-52.9,31.57,81,0,23.58,clear sky
501,Ahipara,NZ,-35.1667,173.1667,68.23,68,99,1.81,overcast clouds
502,Darhan,MN,49.4867,105.9228,6.78,88,5,7.14,clear sky
503,Vaitape,PF,-16.5167,-151.75,82.71,67,0,8.75,clear sky
504,Marzuq,YE,14.4,46.4667,58.89,67,0,1.83,clear sky
505,Sobolevo,RU,54.4299,31.8996,-5.69,91,56,7.47,broken clouds
506,Dolores,AR,-36.3132,-57.6792,60.49,94,0,6.71,clear sky
507,Torbay,CA,47.6666,-52.7314,37.99,100,90,24.16,overcast clouds
508,Orocue,CO,4.7912,-71.3354,80.01,67,53,5.14,broken clouds
509,Nizhnevartovsk,RU,60.9344,76.5531,33.8,93,90,15.66,overcast clouds
510,Bosaso,SO,11.2842,49.1816,74.08,70,37,2.77,scattered clouds
511,Mandalgovi,MN,45.7625,106.2708,15.28,81,0,8.32,clear sky
512,Porbandar,IN,21.6422,69.6093,59.0,55,0,4.61,haze
513,Great Malvern,GB,52.1116,-2.3252,37.0,95,98,1.99,overcast clouds
514,Lakki Marwat,PK,32.6079,70.9114,63.27,34,18,0.89,few clouds
515,Whitehorse,CA,60.7161,-135.0538,-13.0,77,20,2.3,few clouds
516,Abu Dhabi,AE,24.4667,54.3667,68.0,60,0,16.11,clear sky
517,Merrill,US,45.1805,-89.6835,-7.6,64,1,6.91,clear sky
518,Rabaul,PG,-4.1967,152.1721,84.31,73,90,13.22,light rain
519,Joshimath,IN,30.5667,79.5667,56.14,32,0,8.12,clear sky
520,Muana,BR,-1.5283,-49.2167,76.24,92,5,4.59,clear sky
521,Lewisporte,CA,49.2499,-55.0482,33.8,93,40,9.22,scattered clouds
522,Yarqa,JO,31.9785,35.6947,46.4,93,20,0.69,mist
523,Tsubata,JP,36.6667,136.7333,50.0,81,75,6.91,broken clouds
524,Tezu,IN,27.9167,96.1667,76.32,19,3,3.36,clear sky
525,Parati,BR,-23.2178,-44.7131,66.92,79,9,3.91,clear sky
526,Kula,TR,38.5473,28.6498,44.38,74,0,4.07,clear sky
527,Urumqi,CN,43.801,87.6005,10.4,85,75,1.23,light snow
528,Kamaishi,JP,39.2667,141.8833,37.4,93,75,4.61,mist
529,Hasanabad,IR,36.5465,61.0543,44.6,81,100,4.61,overcast clouds
530,Jiazi,CN,22.8779,116.067,71.06,59,0,15.08,clear sky
531,Elat,IL,29.5581,34.9482,55.4,94,0,4.99,mist
532,Porangatu,BR,-13.4408,-49.1486,69.42,98,100,4.72,overcast clouds
533,Manakara,MG,-22.1333,48.0167,78.6,81,95,9.4,overcast clouds
534,Suamico,US,44.6319,-88.0393,-2.0,55,1,9.22,clear sky
535,Umtata,ZA,-31.5889,28.7844,66.2,88,36,5.75,scattered clouds
536,Ermelo,ZA,-26.5333,29.9833,55.89,96,92,1.74,overcast clouds
537,Ocampo,MX,21.65,-101.5,56.75,35,99,6.62,overcast clouds
538,Bima,ID,-8.4667,118.7167,85.28,76,36,3.83,scattered clouds
539,Asau,RO,46.4333,26.4,27.0,73,100,3.36,overcast clouds
540,Kutum,SD,14.2,24.6667,45.1,56,6,8.01,clear sky
541,Alekseyevsk,RU,57.8406,108.3492,11.41,93,100,9.48,overcast clouds
542,Wladyslawowo,PL,54.7909,18.4009,16.0,85,0,5.75,clear sky
543,Saint-Pierre,RE,-21.3393,55.4781,81.0,69,0,5.75,clear sky
544,Mount Darwin,ZW,-16.7725,31.5838,66.51,97,99,2.51,overcast clouds
545,Matola,MZ,-25.9622,32.4589,78.8,94,75,4.61,broken clouds
546,Abha,SA,18.2164,42.5053,48.2,87,0,0.87,clear sky
547,Strezhevoy,RU,60.7333,77.5889,33.8,93,90,15.66,overcast clouds
548,Tayu,ID,-6.5397,111.0518,83.5,75,75,16.87,broken clouds
549,Gravdal,NO,68.1214,13.5031,33.31,86,78,16.13,broken clouds
550,Muroto,JP,33.2833,134.15,60.8,36,20,6.91,few clouds
551,Grand Gaube,MU,-20.0064,57.6608,80.01,82,1,3.0,clear sky
552,Sabang,ID,5.8933,95.3214,82.45,75,24,17.76,few clouds
553,Silvassa,IN,20.2667,73.0167,79.0,20,0,9.35,clear sky
554,Warrington,GB,53.3925,-2.5802,39.2,81,90,16.11,overcast clouds
555,Muli,MV,2.9167,73.5667,81.88,77,69,14.94,broken clouds
556,Reconquista,AR,-29.15,-59.65,66.47,61,0,5.61,clear sky
557,Esneux,BE,50.536,5.5678,36.0,100,90,12.66,light intensity drizzle
558,Gat,IL,31.61,34.7642,54.0,100,0,1.9,clear sky
559,Carros,FR,43.7894,7.184,55.4,82,75,9.22,light rain
560,Ashtian,IR,34.5217,50.0019,37.98,93,100,2.13,overcast clouds
561,Penzance,GB,50.1186,-5.5371,34.0,93,26,8.05,scattered clouds
562,Luba,GQ,3.4568,8.5547,80.6,94,20,8.05,few clouds
563,Capitan Bado,PY,-23.2667,-55.5333,61.39,83,0,3.6,clear sky
564,Agirish,RU,61.9247,63.0231,-18.09,88,100,12.48,light snow
565,Vitim,RU,59.4511,112.5578,6.66,91,97,7.47,overcast clouds
566,Casablanca,MA,33.5928,-7.6192,51.01,100,75,11.5,broken clouds
567,Sosua,DO,19.7667,-70.5167,75.2,88,20,5.75,few clouds
568,Yarmouth,US,41.7057,-70.2286,37.99,60,1,5.75,clear sky
569,Mahebourg,MU,-20.4081,57.7,77.0,94,40,3.44,light rain
570,Rumoi,JP,43.9344,141.6428,28.11,90,99,10.13,light snow
571,Gannan,CN,47.9147,123.5031,5.32,83,0,6.89,clear sky
572,Taksimo,RU,56.3444,114.8794,-4.7,81,19,1.83,few clouds
573,Berdigestyakh,RU,62.0989,126.6992,-25.31,84,12,5.17,few clouds
574,Ponnani,IN,10.767,75.9252,75.2,78,20,10.36,haze
575,Zhangye,CN,38.9342,100.4517,44.31,37,22,6.53,few clouds
576,Sauteurs,GD,12.2167,-61.6333,77.0,73,20,11.5,few clouds
577,Ouadda,CF,8.0777,22.4007,59.11,32,23,6.51,few clouds
578,Nadvoitsy,RU,63.8667,34.3167,7.47,95,100,5.19,overcast clouds
579,Kibala,TD,9.1104,18.3463,73.4,20,0,6.91,clear sky
580,Mayo,US,38.8876,-76.5119,42.01,70,1,5.75,clear sky
581,Raahe,FI,64.6833,24.4833,17.6,86,0,12.66,clear sky
582,Ruteng,ID,-8.6136,120.4721,73.11,92,92,2.98,overcast clouds
583,Wad Madani,SD,14.4012,33.5199,56.89,39,1,11.01,clear sky
584,Saint George,US,37.1041,-113.5841,52.0,24,1,3.44,clear sky
585,Vanimo,PG,-2.6741,141.3028,82.13,81,99,5.44,overcast clouds
586,Lagunas,PE,-5.2269,-75.6753,75.56,85,100,1.03,overcast clouds
587,Tautira,PF,-17.7333,-149.15,82.0,88,75,32.21,moderate rain
588,Thunder Bay,CA,48.4001,-89.3168,-8.0,59,90,14.97,snow
589,Launceston,AU,-41.45,147.1667,73.0,40,0,9.22,clear sky
590,Dakoro,NE,14.5106,6.765,60.44,28,41,9.69,scattered clouds
591,Alvorada,BR,-12.48,-49.1247,70.11,98,100,4.0,light rain
592,Hambantota,LK,6.1241,81.1185,78.8,94,0,8.05,clear sky
593,Coffs Harbour,AU,-30.3,153.1333,80.6,78,75,10.36,broken clouds
594,Pak Phanang,TH,8.3511,100.202,87.8,66,20,8.05,few clouds
595,Yinchuan,CN,38.4681,106.2731,36.7,65,6,6.85,clear sky
596,Bandarbeyla,SO,9.4942,50.8122,75.94,78,19,13.42,light rain
597,Margate,GB,51.3813,1.3862,36.0,86,100,8.99,light rain
598,Flint,US,43.0125,-83.6875,17.6,73,90,8.05,light snow
599,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.01,73,0,1.01,light rain
600,Santa Fe,AR,-31.6333,-60.7,73.0,69,0,6.08,clear sky
601,Ajdabiya,LY,30.7554,20.2263,58.8,44,42,13.04,scattered clouds
602,Aksarka,RU,66.5606,67.7975,-32.31,83,100,23.13,overcast clouds
603,Puri,IN,19.8,85.85,69.8,56,2,10.36,haze
604,Aasiaat,GL,68.7098,-52.8699,21.02,88,0,23.06,clear sky
605,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.08,94,100,14.12,moderate rain
606,Rawah,IQ,34.4816,41.9093,50.22,59,0,9.17,clear sky
607,Khorixas,NA,-20.3667,14.9667,68.9,48,46,2.82,scattered clouds
608,Privolzhye,RU,52.8649,48.6044,-5.42,89,86,9.08,overcast clouds
609,Salalah,OM,17.0151,54.0924,73.4,68,75,3.44,broken clouds
610,Waddan,LY,29.1614,16.139,62.02,29,99,9.04,overcast clouds
611,Tahta,EG,26.7693,31.5021,51.8,76,0,9.22,clear sky
612,Mabaruma,GY,8.2,-59.7833,72.73,97,100,4.07,overcast clouds
613,Manaure,CO,11.7751,-72.4445,77.16,77,100,18.39,overcast clouds
614,Sawankhalok,TH,17.316,99.8319,86.0,73,20,2.3,mist
615,Tirlyanskiy,RU,54.2109,58.5806,-7.62,85,47,9.98,scattered clouds
616,Denpasar,ID,-8.65,115.2167,87.8,66,20,4.61,few clouds
617,Roald,NO,62.5833,6.1333,26.6,63,0,12.66,clear sky
618,Yakeshi,CN,49.2833,120.7333,-9.02,87,71,5.06,broken clouds
619,Shaunavon,CA,49.6501,-108.4181,-9.4,77,100,6.91,overcast clouds
620,Kheralu,IN,23.8833,72.6167,70.72,22,0,12.01,clear sky
621,Nkpor,NG,6.1516,6.8446,76.82,89,29,3.56,scattered clouds
622,Newark,US,40.7357,-74.1724,39.2,48,75,3.44,broken clouds
623,Misratah,LY,32.3754,15.0925,66.13,34,100,14.25,overcast clouds
624,Deputatskiy,RU,69.3,139.9,-29.97,84,55,1.25,broken clouds
625,Canico,PT,32.6333,-16.85,57.2,67,20,4.61,few clouds
626,Hazorasp,UZ,41.3194,61.0742,37.4,87,90,2.3,overcast clouds
627,La Asuncion,VE,11.0333,-63.8628,75.83,84,100,13.4,overcast clouds
628,Prescott,US,34.54,-112.4685,45.0,43,0,1.01,clear sky
629,Sulangan,PH,11.1373,123.7228,81.1,81,66,12.57,broken clouds
630,Leopold,AU,-38.1833,144.4667,66.2,68,90,18.41,overcast clouds
631,Bucerias,MX,20.75,-105.3333,71.6,83,1,3.44,clear sky
632,Velasco Ibarra,EC,-1.05,-79.6167,75.92,92,95,4.54,light rain
633,Shelkovskaya,RU,43.5069,46.3392,33.8,93,90,6.71,overcast clouds
634,Labuhan,ID,-6.8844,112.2051,83.32,79,9,15.37,clear sky
635,Rawson,AR,-43.3002,-65.1023,58.6,67,53,16.82,broken clouds
636,Dudinka,RU,69.4058,86.1778,-35.73,80,0,8.75,clear sky
637,West Wendover,US,40.7391,-114.0733,51.8,20,1,24.16,clear sky
638,Kokopo,PG,-4.352,152.2633,84.02,76,90,10.94,light rain
639,Mahmudabad,IN,27.3,81.1167,53.6,87,0,4.61,mist
640,Kindia,GN,10.0569,-12.8658,65.55,72,56,0.43,broken clouds
641,Magadan,RU,59.5667,150.8,18.73,87,100,14.56,overcast clouds
642,Fairlie,GB,55.756,-4.8556,35.01,79,74,4.0,broken clouds
643,Tucuman,AR,-26.8241,-65.2226,80.6,54,75,9.22,broken clouds
644,Bacum,MX,27.55,-110.0833,61.65,44,52,4.9,broken clouds
645,Kurkino,RU,53.4257,38.6582,-8.7,90,28,10.69,scattered clouds
646,Evensk,RU,61.95,159.2333,18.3,83,100,33.58,overcast clouds
647,Bundaberg,AU,-24.85,152.35,89.6,48,48,14.97,scattered clouds
648,Izhma,RU,65.0083,53.9113,-32.22,82,100,10.11,overcast clouds
649,Haines Junction,CA,60.7522,-137.5108,-20.2,76,34,1.14,scattered clouds
650,Ossora,RU,59.2353,163.0719,27.0,97,100,38.16,snow
651,Iwaki,JP,37.05,140.8833,59.0,32,11,5.01,few clouds
652,Tomatlan,MX,19.9333,-105.25,65.98,91,0,2.37,clear sky
653,Krizevci,HR,46.0219,16.5425,48.99,93,0,4.61,clear sky
654,Gaspe,CA,48.8334,-64.4819,23.0,68,1,25.32,snow
655,Aksaray,TR,38.3726,34.0254,37.4,65,0,11.5,clear sky
656,Fenyi,CN,27.8112,114.6681,66.06,62,71,3.71,broken clouds
657,Carballo,ES,43.213,-8.691,39.99,95,89,3.6,overcast clouds
658,Eston,CA,51.1501,-108.7514,-14.8,76,75,6.91,broken clouds
659,Labuan,MY,5.2767,115.2417,86.0,74,20,3.44,few clouds
660,Vryburg,ZA,-26.9566,24.7284,62.22,94,0,4.18,clear sky
661,Corinto,GR,37.9407,22.9573,52.0,81,0,2.73,clear sky
662,Mangrol,IN,21.1167,70.1167,71.74,31,0,14.97,clear sky
663,Ridgecrest,US,35.6225,-117.6709,57.0,20,1,3.44,clear sky
664,Ayan,RU,56.45,138.1667,2.61,89,100,12.62,overcast clouds
665,Phan Thiet,VN,10.9333,108.1,84.06,54,93,8.55,overcast clouds
666,Del Rio,US,29.3627,-100.8968,62.6,20,1,6.91,clear sky
667,Pandan,PH,14.0453,124.1694,82.45,74,56,13.22,broken clouds
668,Bereda,ES,43.2686,-7.5406,35.01,100,78,1.01,broken clouds
669,Soto La Marina,MX,23.7667,-98.2167,66.99,88,8,5.99,clear sky
670,Arcata,US,40.8665,-124.0828,46.99,81,1,5.75,clear sky
671,Morondava,MG,-20.2833,44.2833,81.16,79,55,7.52,broken clouds
672,Smoky Lake,CA,54.1169,-112.4686,-22.0,76,57,3.44,broken clouds
673,Laramie,US,41.3114,-105.5911,28.4,59,90,31.07,overcast clouds
674,Moron,AR,-34.6534,-58.6198,75.0,88,0,5.01,clear sky
675,San Pedro De Macoris,DO,18.4616,-69.2972,73.99,83,20,7.38,few clouds
676,Kalmunai,LK,7.4167,81.8167,81.1,81,23,11.52,few clouds
677,Ambulu,ID,-8.345,113.6058,87.51,62,23,4.05,few clouds
678,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.51,87,22,8.05,few clouds
679,Poum,NC,-20.2333,164.0167,81.32,66,6,7.27,clear sky
680,Dingle,PH,10.9995,122.6711,82.35,79,58,13.65,broken clouds
681,Vila Velha,BR,-20.3297,-40.2925,73.99,88,90,6.91,overcast clouds
