City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Piltene,LV,2021-02-04 12:21:33,57.2243,21.6744,24.8,80,90,10.36
276,Acapulco,MX,2021-02-04 12:20:13,16.8634,-99.8901,72.66,83,4,3.4
277,Polazna,RU,2021-02-04 12:21:34,58.2946,56.4055,19.4,86,75,6.71
278,Medea,DZ,2021-02-04 12:21:34,36.2642,2.7539,75.2,50,75,3.44
279,Omaruru,NA,2021-02-04 12:21:35,-21.4333,15.9333,89.29,22,24,3.85
280,Sicuani,PE,2021-02-04 12:21:35,-14.2694,-71.2261,46.76,62,96,3.74
281,Henties Bay,NA,2021-02-04 12:21:35,-22.116,14.2845,71.01,78,100,3.0
282,Esso,RU,2021-02-04 12:21:35,55.9333,158.7,-1.64,85,100,5.41
283,Flinders,AU,2021-02-04 12:21:35,-34.5833,150.8552,73.0,78,97,8.99
284,Broken Hill,AU,2021-02-04 12:21:35,-31.95,141.4333,84.2,21,90,17.27
285,Oranjemund,NA,2021-02-04 12:21:36,-28.55,16.4333,71.35,63,15,20.0
286,Crepy-En-Valois,FR,2021-02-04 12:21:36,49.2336,2.8881,51.01,81,75,9.22
287,Kosovska Mitrovica,XK,2021-02-04 12:21:37,42.8833,20.8667,59.0,51,20,14.97
288,Chengde,CN,2021-02-04 12:21:37,40.9725,117.9361,27.52,70,0,1.81
289,San Jeronimo,PE,2021-02-04 12:21:37,-11.9472,-75.2829,49.39,73,100,0.96
290,Banda Aceh,ID,2021-02-04 12:16:21,5.5577,95.3222,79.97,77,9,15.43
291,Corpus Christi,US,2021-02-04 12:20:08,27.8006,-97.3964,64.99,94,20,11.5
292,Sabang,ID,2021-02-04 12:21:38,5.8933,95.3214,81.32,76,17,21.34
293,Riyadh,SA,2021-02-04 12:18:20,24.6877,46.7219,80.6,13,0,16.11
294,Hirara,JP,2021-02-04 12:18:33,24.8,125.2833,66.2,68,40,10.36
295,Chapais,CA,2021-02-04 12:17:14,49.7834,-74.8492,1.4,85,1,2.3
296,Bukachacha,RU,2021-02-04 12:21:38,52.9833,116.9167,-15.25,86,98,0.58
297,Cayenne,GF,2021-02-04 12:12:17,4.9333,-52.3333,82.4,74,90,16.11
298,Iqaluit,CA,2021-02-04 12:15:15,63.7506,-68.5145,5.0,85,90,25.32
299,Alyangula,AU,2021-02-04 12:21:39,-13.8483,136.4192,80.6,94,75,3.44
300,Bluefield,US,2021-02-04 12:21:39,37.2698,-81.2223,17.6,86,1,3.44
301,Coihaique,CL,2021-02-04 12:14:14,-45.5752,-72.0662,62.6,77,0,4.61
302,Tomatlan,MX,2021-02-04 12:21:39,19.9333,-105.25,62.08,80,0,2.06
303,Narsaq,GL,2021-02-04 12:14:59,60.9167,-46.05,12.2,48,75,5.26
304,Songjianghe,CN,2021-02-04 12:21:39,42.1859,127.479,7.25,90,86,8.14
305,Poso,ID,2021-02-04 12:21:40,-1.3959,120.7524,82.0,76,100,2.62
306,Nemuro,JP,2021-02-04 12:14:15,43.3236,145.575,17.82,87,71,19.04
307,Ahipara,NZ,2021-02-04 12:13:21,-35.1667,173.1667,61.41,90,35,4.79
308,Maarianhamina,AX,2021-02-04 12:21:41,60.0973,19.9348,24.8,80,90,8.05
309,Cam Ranh,VN,2021-02-04 12:21:41,11.9214,109.1591,77.0,69,20,13.8
310,Point Pedro,LK,2021-02-04 12:21:41,9.8167,80.2333,77.59,71,80,14.7
311,Umm Lajj,SA,2021-02-04 12:21:41,25.0213,37.2685,70.56,69,62,17.07
312,Caravelas,BR,2021-02-04 12:16:34,-17.7125,-39.2481,82.76,66,28,6.2
313,Gambela,ET,2021-02-04 12:21:41,8.25,34.5833,108.75,12,0,3.42
314,Kuytun,RU,2021-02-04 12:21:42,54.3419,101.5036,10.9,94,94,3.11
315,Krasnoselkup,RU,2021-02-04 12:21:42,65.7,82.4667,-17.55,87,98,6.64
316,Gornopravdinsk,RU,2021-02-04 12:21:43,60.05,69.9,4.28,94,99,4.85
317,Bibiani,GH,2021-02-04 12:21:43,6.4635,-2.3194,101.59,30,1,1.43
318,Cabedelo,BR,2021-02-04 12:21:43,-6.9811,-34.8339,86.0,66,75,9.22
319,Cody,US,2021-02-04 12:21:39,44.5263,-109.0565,23.0,92,1,3.44
320,Linjiang,CN,2021-02-04 12:21:43,41.8069,126.9078,7.34,89,52,3.04
321,Nome,US,2021-02-04 12:15:19,64.5011,-165.4064,-11.2,64,1,3.44
322,Moose Factory,CA,2021-02-04 12:21:44,51.2585,-80.6094,15.8,85,40,8.05
323,Roald,NO,2021-02-04 12:21:44,62.5833,6.1333,24.8,58,0,13.8
324,Dhidhdhoo,MV,2021-02-04 12:16:55,6.8833,73.1,82.63,66,100,7.4
325,Walvis Bay,NA,2021-02-04 12:21:45,-22.9575,14.5053,71.6,64,90,9.22
326,Lazaro Cardenas,MX,2021-02-04 12:17:00,17.9583,-102.2,71.53,86,51,3.91
327,Bismarck,US,2021-02-04 12:18:02,46.8083,-100.7837,3.2,78,1,14.97
328,Alofi,NU,2021-02-04 12:15:40,-19.0595,-169.9187,77.0,94,100,3.44
329,Conceicao Do Araguaia,BR,2021-02-04 12:17:13,-8.2578,-49.2647,81.72,79,88,2.35
330,Indramayu,ID,2021-02-04 12:21:45,-6.3264,108.32,80.33,83,57,13.91
331,Tepalcatepec,MX,2021-02-04 12:21:45,19.1833,-102.85,67.03,66,0,0.56
332,Souillac,MU,2021-02-04 12:16:51,-20.5167,57.5167,84.2,70,40,10.36
333,College,US,2021-02-04 12:16:25,64.8569,-147.8028,-2.2,71,90,3.44
334,Labuhan,ID,2021-02-04 12:21:46,-6.8844,112.2051,80.15,84,74,16.24
335,Jiayuguan,CN,2021-02-04 12:21:46,39.8167,98.3,29.34,71,52,11.27
336,Kalbay,PH,2021-02-04 12:21:47,5.7233,125.4986,78.85,77,78,10.63
337,Barroso,BR,2021-02-04 12:21:47,-21.1869,-43.9758,73.4,68,0,3.44
338,Laguna,US,2021-02-04 12:15:38,38.421,-121.4238,43.0,70,1,9.22
339,Half Moon Bay,US,2021-02-04 12:21:47,37.4636,-122.4286,48.99,66,1,9.22
340,Ketchikan,US,2021-02-04 12:18:25,55.3422,-131.6461,42.8,100,90,3.44
341,Teguldet,RU,2021-02-04 12:21:48,57.3064,88.1667,11.12,95,100,8.14
342,Akyab,MM,2021-02-04 12:21:48,20.15,92.9,71.71,57,0,8.01
343,Barcelos,PT,2021-02-04 12:21:48,41.5388,-8.6151,53.6,82,40,8.05
344,Ligatne,LV,2021-02-04 12:21:48,57.2343,25.0406,18.0,82,79,1.99
345,Pilar,BR,2021-02-04 12:15:17,-9.5972,-35.9567,82.4,74,40,6.91
346,Bairiki,KI,2021-02-04 12:21:49,1.3292,172.9752,80.6,83,75,14.97
347,Jardim,BR,2021-02-04 12:21:49,-21.4803,-56.1381,76.69,89,100,8.72
348,Batagay-Alyta,RU,2021-02-04 12:21:49,67.8006,130.4114,-32.82,70,0,1.43
349,Maragogi,BR,2021-02-04 12:21:49,-9.0122,-35.2225,83.66,64,19,7.81
350,Marsh Harbour,BS,2021-02-04 12:21:50,26.5412,-77.0636,62.78,56,2,8.7
351,Sao Joao Da Barra,BR,2021-02-04 12:15:17,-21.6403,-41.0511,84.2,58,0,8.05
352,Hasaki,JP,2021-02-04 12:14:48,35.7333,140.8333,42.8,39,20,6.91
353,Sakaiminato,JP,2021-02-04 12:21:50,35.55,133.2333,41.0,70,40,9.22
354,Miles City,US,2021-02-04 12:15:19,46.4083,-105.8406,12.2,85,40,3.44
355,Bilibino,RU,2021-02-04 12:21:50,68.0546,166.4372,-16.15,69,5,10.11
356,Dawei,MM,2021-02-04 12:21:51,14.0833,98.2,77.23,76,3,3.71
357,Winslow,US,2021-02-04 12:16:48,35.0242,-110.6974,39.99,52,1,10.36
358,Makakilo City,US,2021-02-04 12:13:11,21.3469,-158.0858,66.2,77,40,13.78
359,Augustow,PL,2021-02-04 12:21:51,53.8432,22.9798,23.27,95,96,13.33
360,Hervey Bay,AU,2021-02-04 12:21:51,-25.2986,152.8535,73.99,80,2,1.01
361,Nuqui,CO,2021-02-04 12:21:52,5.7125,-77.2708,76.3,85,98,3.18
362,Hofn,IS,2021-02-04 12:17:10,64.2539,-15.2082,35.6,69,75,14.97
363,Zaranj,AF,2021-02-04 12:21:35,30.9667,61.8833,69.8,18,0,6.91
364,Roebourne,AU,2021-02-04 12:15:32,-20.7833,117.1333,82.17,80,90,14.12
365,Rio Gallegos,AR,2021-02-04 12:21:52,-51.6226,-69.2181,66.2,52,0,12.66
366,Sur,OM,2021-02-04 12:21:52,22.5667,59.5289,74.1,60,0,8.97
367,Kahului,US,2021-02-04 12:15:37,20.8947,-156.47,64.0,75,40,3.44
368,Channahon,US,2021-02-04 12:18:55,41.4295,-88.2287,32.0,80,1,9.22
369,Bosaso,SO,2021-02-04 12:21:52,11.2842,49.1816,78.8,65,0,12.66
370,Tchaourou,BJ,2021-02-04 12:21:53,8.8865,2.5975,98.85,9,13,6.49
371,Ongandjera,NA,2021-02-04 12:21:53,-17.8833,15.0667,88.79,25,68,4.41
372,Lagoa,PT,2021-02-04 12:15:24,39.05,-27.9833,53.56,69,55,29.53
373,Port Macquarie,AU,2021-02-04 12:15:19,-31.4333,152.9167,69.01,93,56,10.04
374,Jumla,NP,2021-02-04 12:16:52,29.2747,82.1838,37.6,75,84,4.79
375,Manggar,ID,2021-02-04 12:21:54,-2.8833,108.2667,79.93,77,84,15.35
376,Belluno,IT,2021-02-04 12:21:54,46.145,12.2214,50.0,81,75,2.3
377,Norman Wells,CA,2021-02-04 12:15:57,65.282,-126.8329,-50.8,65,75,4.61
378,Hamilton,US,2021-02-04 12:11:13,39.1834,-84.5333,28.0,93,1,5.79
379,Bambous Virieux,MU,2021-02-04 12:15:35,-20.3428,57.7575,84.99,70,40,10.36
380,Luchegorsk,RU,2021-02-04 12:21:54,46.4764,134.2569,-12.77,87,48,7.99
381,Martapura,ID,2021-02-04 12:20:09,-3.4167,114.85,78.8,94,90,3.44
382,Osecina,RS,2021-02-04 12:21:55,44.3731,19.6014,51.8,62,0,13.8
383,Chervonohryhorivka,UA,2021-02-04 12:21:55,47.623,34.5389,44.6,93,75,13.42
384,Swidnica,PL,2021-02-04 12:21:56,50.8438,16.4886,35.01,100,100,6.44
385,Portage,US,2021-02-04 12:21:56,41.1667,-81.1998,12.0,92,88,5.21
386,Hearst,CA,2021-02-04 12:21:56,49.6835,-83.6665,23.0,74,100,5.75
387,Mulege,MX,2021-02-04 12:21:56,26.8833,-111.9833,66.16,38,88,1.86
388,Maridi,SS,2021-02-04 12:21:56,4.9158,29.4742,102.79,13,10,4.59
389,Brae,GB,2021-02-04 12:17:12,60.3964,-1.353,37.4,56,40,9.22
390,Dicabisagan,PH,2021-02-04 12:21:57,17.0818,122.4157,73.36,85,100,11.05
391,Mount Isa,AU,2021-02-04 12:14:59,-20.7333,139.5,86.0,58,76,8.05
392,Arkhipo-Osipovka,RU,2021-02-04 12:21:57,44.37,38.52,52.92,68,91,11.1
393,Clarence Town,AU,2021-02-04 12:21:58,-32.5833,151.7833,73.4,78,80,6.91
394,Nieuw Amsterdam,SR,2021-02-04 12:21:58,5.8833,-55.0833,82.0,83,20,4.61
395,Denpasar,ID,2021-02-04 12:21:31,-8.65,115.2167,84.2,74,75,4.61
396,Lubao,PH,2021-02-04 12:21:59,14.9167,120.55,78.8,73,40,4.61
397,Husavik,IS,2021-02-04 12:14:03,66.0449,-17.3389,30.2,59,40,2.3
398,Maxixe,MZ,2021-02-04 12:21:59,-23.8597,35.3472,93.2,62,40,13.8
399,Mildura,AU,2021-02-04 12:17:06,-34.2,142.15,71.6,49,90,8.05
400,Luganville,VU,2021-02-04 12:16:11,-15.5333,167.1667,79.25,81,100,1.39
401,Goundam,ML,2021-02-04 12:22:00,16.4145,-3.6708,92.89,8,4,14.2
402,Birobidzhan,RU,2021-02-04 12:22:00,48.8,132.95,-12.15,80,0,6.53
403,Ngunguru,NZ,2021-02-04 12:22:00,-35.6167,174.5,62.01,88,5,3.0
404,Eshowe,ZA,2021-02-04 12:22:00,-28.8865,31.4699,78.82,77,100,11.18
405,Altay,CN,2021-02-04 12:16:49,47.8667,88.1167,18.86,92,100,2.46
406,Taltal,CL,2021-02-04 12:16:27,-25.4,-70.4833,65.46,73,42,0.96
407,Port Antonio,JM,2021-02-04 12:22:01,18.18,-76.4612,75.2,73,20,9.22
408,Bima,ID,2021-02-04 12:22:01,-8.4667,118.7167,77.65,86,100,0.76
409,Merke,KZ,2021-02-04 12:22:02,42.8728,73.1786,38.48,68,91,1.19
410,Iranshahr,IR,2021-02-04 12:22:02,27.2025,60.6848,80.6,7,0,3.65
411,Talcahuano,CL,2021-02-04 12:20:15,-36.7167,-73.1167,57.2,100,90,3.44
412,Hualmay,PE,2021-02-04 12:22:03,-11.0964,-77.6139,69.37,76,88,5.59
413,High Prairie,CA,2021-02-04 12:22:03,55.4334,-116.4858,1.4,78,88,11.5
414,Lavrentiya,RU,2021-02-04 12:16:19,65.5833,-171.0,-20.51,81,0,13.58
415,Kisesa,TZ,2021-02-04 12:22:04,-3.0833,34.15,82.35,47,32,5.21
416,Miquelon,PM,2021-02-04 12:22:04,47.0975,-56.3814,39.2,100,75,4.61
417,Biak,ID,2021-02-04 12:16:54,-0.9131,122.8766,77.67,81,100,3.51
418,Waddan,LY,2021-02-04 12:22:04,29.1614,16.139,66.67,32,0,1.88
419,Mercedes,AR,2021-02-04 12:22:04,-34.6515,-59.4307,69.01,80,0,1.99
420,Poum,NC,2021-02-04 12:16:29,-20.2333,164.0167,80.22,82,16,14.76
421,Kuna,US,2021-02-04 12:22:05,43.4918,-116.4201,30.0,93,75,5.48
422,Dabat,ET,2021-02-04 12:22:05,12.9842,37.765,73.98,19,1,11.81
423,Maumere,ID,2021-02-04 12:22:05,-8.6199,122.2111,79.59,81,100,4.54
424,Fairbanks,US,2021-02-04 12:15:43,64.8378,-147.7164,-2.2,77,90,3.65
425,Kargat,RU,2021-02-04 12:22:06,55.1956,80.2811,4.12,94,69,8.32
426,Klyuchi,RU,2021-02-04 12:22:06,52.2667,79.1667,23.16,98,100,2.64
427,Nurota,UZ,2021-02-04 12:22:06,40.5614,65.6886,59.0,41,42,3.22
428,Libreville,GA,2021-02-04 12:22:06,0.3925,9.4537,87.8,74,20,8.05
429,Teguise,ES,2021-02-04 12:18:07,29.0605,-13.564,62.6,67,75,20.71
430,Iskateley,RU,2021-02-04 12:16:27,67.6803,53.1512,-10.93,90,86,10.22
431,Mount Gambier,AU,2021-02-04 12:22:07,-37.8333,140.7667,62.6,88,90,14.97
432,Khartoum,SD,2021-02-04 12:17:38,15.5518,32.5324,84.2,11,54,21.85
433,Oistins,BB,2021-02-04 12:17:31,13.0667,-59.5333,80.6,61,20,21.85
434,Muravlenko,RU,2021-02-04 12:22:07,63.7898,74.523,-11.36,90,20,12.12
435,Sarangani,PH,2021-02-04 12:22:08,5.4033,125.4636,82.74,78,100,21.25
436,Adrar,MR,2021-02-04 12:22:08,20.5022,-10.0711,84.54,13,19,8.95
437,Somerset West,ZA,2021-02-04 12:22:08,-34.084,18.8211,77.0,57,0,23.02
438,Touros,BR,2021-02-04 12:15:10,-5.1989,-35.4608,84.2,61,40,14.97
439,Kutulik,RU,2021-02-04 12:22:08,53.3508,102.7839,17.65,97,98,3.11
440,Bure,ET,2021-02-04 12:22:08,10.7,37.0667,80.76,18,28,7.78
441,Wufeng,CN,2021-02-04 12:22:08,27.45,104.8333,41.74,87,40,5.55
442,Yuci,CN,2021-02-04 12:22:08,37.6803,112.7319,33.8,23,0,2.24
443,Richards Bay,ZA,2021-02-04 12:16:09,-28.783,32.0377,83.91,73,100,9.37
444,Leningradskiy,RU,2021-02-04 12:15:13,69.3833,178.4167,-25.98,85,99,5.64
445,La Ronge,CA,2021-02-04 12:13:16,55.1001,-105.2842,-7.6,77,92,2.3
446,Mocuba,MZ,2021-02-04 12:22:09,-16.8392,36.9856,91.99,54,9,3.24
447,Bozova,TR,2021-02-04 12:22:09,37.3625,38.5267,59.0,58,75,12.66
448,Grand Gaube,MU,2021-02-04 12:16:26,-20.0064,57.6608,84.99,61,10,8.01
449,Belyy Yar,RU,2021-02-04 12:17:06,53.6039,91.3903,24.8,80,0,6.71
450,Guerrero Negro,MX,2021-02-04 12:16:34,27.9769,-114.0611,59.83,83,100,12.5
451,Nuuk,GL,2021-02-04 12:16:14,64.1835,-51.7216,10.4,56,1,14.97
452,Waverley,ZA,2021-02-04 12:22:10,-25.7023,28.2591,69.8,88,100,6.91
453,Petrozavodsk,RU,2021-02-04 12:22:10,61.7849,34.3469,17.6,86,90,11.18
454,Bazarnyye Mataki,RU,2021-02-04 12:22:10,54.8833,49.9333,33.28,99,100,6.76
455,Parchim,DE,2021-02-04 12:22:10,53.4263,11.8488,35.01,87,100,5.99
456,Arvika,SE,2021-02-04 12:22:10,59.6553,12.5852,14.0,79,0,10.36
457,Filingue,NE,2021-02-04 12:22:10,14.3521,3.3168,90.52,11,48,17.11
458,Ginir,ET,2021-02-04 12:22:10,7.1333,40.7,79.18,16,0,11.52
459,Batagay,RU,2021-02-04 12:22:10,67.6333,134.6333,-44.46,70,0,1.48
460,Marawi,PH,2021-02-04 12:22:11,7.9986,124.2928,79.0,87,80,1.99
461,Portland,US,2021-02-04 12:17:35,45.5234,-122.6762,41.0,87,90,4.61
462,Katherine,AU,2021-02-04 12:22:11,-14.4667,132.2667,84.2,70,75,11.5
463,Morant Bay,JM,2021-02-04 12:15:46,17.8815,-76.4093,75.2,73,20,9.22
464,Korla,CN,2021-02-04 12:15:37,41.7597,86.1469,30.85,82,0,4.61
465,Nanpara,IN,2021-02-04 12:22:11,27.8667,81.5,72.28,33,2,5.91
466,Nauta,PE,2021-02-04 12:22:11,-4.5061,-73.5757,74.48,90,100,1.92
467,Labrea,BR,2021-02-04 12:22:11,-7.2586,-64.7981,76.5,94,96,0.25
468,Baghdad,IQ,2021-02-04 12:21:03,33.3406,44.4009,64.4,45,90,5.75
469,San Jose,US,2021-02-04 12:14:30,37.3394,-121.895,46.99,81,1,4.61
470,Nalut,LY,2021-02-04 12:22:12,30.3333,10.85,70.23,24,100,9.08
471,Sao Filipe,CV,2021-02-04 12:15:21,14.8961,-24.4956,74.08,72,86,9.48
472,Zaraza,VE,2021-02-04 12:22:12,9.3503,-65.3245,78.15,74,78,7.0
473,Jilin,CN,2021-02-04 12:22:12,43.0,126.0,10.71,94,100,5.91
474,Mayor Pablo Lagerenza,PY,2021-02-04 12:17:09,-19.9309,-60.7718,73.15,73,97,10.78
475,Leshukonskoye,RU,2021-02-04 12:22:12,64.8989,45.7622,9.05,95,100,10.76
476,Paramonga,PE,2021-02-04 12:22:12,-10.6667,-77.8333,69.58,74,93,4.32
477,Stockach,DE,2021-02-04 12:22:12,47.85,9.0167,48.99,84,100,1.52
478,Jiblah,YE,2021-02-04 12:22:13,13.9216,44.1467,71.8,22,0,5.14
479,Bonfim,BR,2021-02-04 12:22:13,3.0833,-59.95,78.4,79,64,8.21
480,Dudinka,RU,2021-02-04 12:22:13,69.4058,86.1778,-25.76,85,83,8.52
481,Ndago,TZ,2021-02-04 12:22:13,-4.6,34.35,80.1,57,42,1.48
482,Loei,TH,2021-02-04 12:22:13,17.4167,101.5,71.6,60,20,2.3
483,Khorixas,NA,2021-02-04 12:22:13,-20.3667,14.9667,90.32,25,39,9.8
484,Najran,SA,2021-02-04 12:13:56,17.4924,44.1277,84.2,15,0,9.22
485,Buala,SB,2021-02-04 12:17:08,-8.145,159.5921,77.27,89,100,5.68
486,Ambositra,MG,2021-02-04 12:22:13,-20.5167,47.25,75.76,75,63,7.45
487,Tarko-Sale,RU,2021-02-04 12:22:13,64.9225,77.785,-5.84,92,96,7.29
488,Rawson,AR,2021-02-04 12:21:02,-43.3002,-65.1023,62.6,94,40,12.17
489,Podor,MR,2021-02-04 12:22:14,16.6527,-14.9587,86.0,21,0,2.3
490,Sungairaya,ID,2021-02-04 12:22:14,0.7,108.9,75.22,91,100,8.68
491,Nhulunbuy,AU,2021-02-04 12:22:14,-12.2333,136.7667,80.6,89,40,14.97
492,Swan River,CA,2021-02-04 12:22:14,52.1058,-101.2676,5.0,78,91,8.05
493,Marystown,CA,2021-02-04 12:22:14,47.1666,-55.1483,40.23,93,42,5.1
494,Itoman,JP,2021-02-04 12:22:14,26.1247,127.6694,62.6,59,20,11.5
495,Belen,TR,2021-02-04 12:22:16,36.4891,36.2233,64.4,55,75,11.5
496,Ibra,OM,2021-02-04 12:22:16,22.6906,58.5334,83.3,15,0,11.63
497,Bayan,CN,2021-02-04 12:22:16,46.0833,127.4,-13.34,86,0,3.89
498,Alta Floresta,BR,2021-02-04 12:17:01,-9.8756,-56.0861,76.35,90,24,2.15
499,San Quintin,MX,2021-02-04 12:16:06,30.4833,-115.95,57.06,86,100,11.61
500,Ukiah,US,2021-02-04 12:22:16,39.1502,-123.2078,33.8,93,90,2.33
501,Atar,MR,2021-02-04 12:15:35,20.5169,-13.0499,88.03,11,72,10.89
502,Sorong,ID,2021-02-04 12:22:17,-0.8833,131.25,82.42,76,100,11.54
503,Ramsgate,GB,2021-02-04 12:22:17,51.3358,1.4155,48.0,80,83,4.0
504,Saint-Louis,SN,2021-02-04 12:22:17,16.3333,-15.0,86.0,21,0,2.3
505,Bazaliya,UA,2021-02-04 12:22:17,49.7127,26.4733,41.63,89,100,16.89
506,Steinkjer,NO,2021-02-04 12:22:17,64.193,11.3851,23.0,78,20,11.5
507,Chernyshevskiy,RU,2021-02-04 12:16:20,63.0128,112.4714,-25.08,88,100,3.09
508,Wellington,NZ,2021-02-04 12:18:01,-41.2866,174.7756,57.2,72,90,24.16
509,Puerto Carreno,CO,2021-02-04 12:22:17,6.189,-67.4859,80.38,68,9,10.92
510,Sept-Iles,CA,2021-02-04 12:22:18,50.2001,-66.3821,26.6,74,100,8.05
511,Aranos,NA,2021-02-04 12:22:18,-24.1333,19.1167,91.78,18,0,14.29
512,Kjollefjord,NO,2021-02-04 12:22:18,70.9457,27.3465,28.4,93,90,10.36
513,Dunedin,NZ,2021-02-04 12:22:18,-45.8742,170.5036,51.01,75,0,1.01
514,Fare,PF,2021-02-04 12:17:16,-16.7,-151.0167,81.05,66,1,5.61
515,Ramgarh,IN,2021-02-04 12:22:18,23.6333,85.5167,73.4,33,1,7.36
516,Uruzgan,AF,2021-02-04 12:22:19,32.8333,66.0,49.32,43,0,2.66
517,Yeppoon,AU,2021-02-04 12:16:31,-23.1333,150.7333,78.8,69,75,8.05
518,Mandiana,GN,2021-02-04 12:22:20,10.6333,-8.6833,96.19,9,0,4.21
519,Kavaratti,IN,2021-02-04 12:22:20,10.5669,72.642,82.27,64,23,6.91
520,Bakel,SN,2021-02-04 12:22:20,14.905,-12.4568,94.5,8,77,8.77
521,Ambon,ID,2021-02-04 12:22:20,-3.6954,128.1814,78.8,83,40,12.66
522,Amarastii De Sus,RO,2021-02-04 12:22:20,43.9833,24.15,61.0,58,0,21.85
523,Tadine,NC,2021-02-04 12:15:59,-21.55,167.8833,78.28,86,33,15.61
524,Koumac,NC,2021-02-04 12:22:20,-20.5667,164.2833,78.4,86,49,8.03
525,Salmas,IR,2021-02-04 12:22:21,38.1973,44.7653,48.2,53,40,4.61
526,Havelock,US,2021-02-04 12:17:40,34.8791,-76.9013,28.99,64,1,5.14
527,Bodden Town,KY,2021-02-04 12:22:21,19.2833,-81.25,73.0,73,20,8.05
528,Vadso,NO,2021-02-04 12:22:21,70.0744,29.7487,24.8,86,40,13.8
529,Naze,JP,2021-02-04 12:17:13,28.3667,129.4833,56.64,72,48,9.04
530,Basco,PH,2021-02-04 12:16:13,20.4487,121.9702,70.86,77,35,26.31
531,Port Lincoln,AU,2021-02-04 12:13:24,-34.7333,135.8667,57.0,67,19,15.93
532,Pangai,TO,2021-02-04 12:22:22,-19.8,-174.35,80.6,94,75,6.91
533,Kapoeta,SS,2021-02-04 12:15:20,4.7717,33.5903,101.25,13,0,16.46
534,Presidente Olegario,BR,2021-02-04 12:22:22,-18.4178,-46.4181,78.01,11,63,4.83
535,Verkhoyansk,RU,2021-02-04 12:15:24,67.5447,133.385,-43.55,70,0,1.99
536,Lorengau,PG,2021-02-04 12:15:58,-2.0226,147.2712,82.08,72,100,4.09
537,Chalus,IR,2021-02-04 12:22:22,36.655,51.4204,51.8,87,75,6.91
538,Barra Do Garcas,BR,2021-02-04 12:22:22,-15.89,-52.2567,79.34,70,99,1.1
539,Urumqi,CN,2021-02-04 12:22:22,43.801,87.6005,14.0,85,82,2.24
540,Camacha,PT,2021-02-04 12:22:23,33.0833,-16.3333,57.2,77,40,12.66
541,Comodoro Rivadavia,AR,2021-02-04 12:15:42,-45.8667,-67.5,71.6,64,0,2.3
542,Kjopsvik,NO,2021-02-04 12:22:23,68.097,16.3742,24.01,93,40,3.56
543,Metro,ID,2021-02-04 12:22:23,-5.1131,105.3067,77.58,88,74,2.13
544,Pecos,US,2021-02-04 12:22:23,31.4229,-103.4932,68.0,22,1,18.41
545,Demba,CD,2021-02-04 12:22:23,-5.51,22.2667,89.44,41,89,4.72
546,San Vicente,AR,2021-02-04 12:15:08,-26.6167,-54.1333,64.85,100,97,5.23
547,Linhares,BR,2021-02-04 12:22:24,-19.3911,-40.0722,83.08,63,2,5.91
548,Mitsamiouli,KM,2021-02-04 12:22:24,-11.3847,43.2844,87.8,66,75,6.91
549,Buraydah,SA,2021-02-04 12:16:40,26.326,43.975,84.2,26,75,4.61
550,Melilla,ES,2021-02-04 12:22:24,35.2937,-2.9383,66.2,77,20,6.91
